alert_time,stock_code,stock_name,title,content_preview,url,source,published_at,impact_score,reasoning,current_price,change_rate,telegram_success,processing_time
2025-07-16 12:49:53,006800,미래에셋증권,‘30만닉스’ 찍었는데 '중립' 리포트 찬물…엇갈린 전망[주톡피아],"SK하이닉스, 30만원 안착…종가 기준 최고 미래증권, SK하이닉스에 첫 '중립' 리포트 ""HBM 우위 점할 것"" vs ""경쟁사 시장 진입"" [이데일리 이용성 기자] 종가 기준 30만원 고지를 밟은 SK하이닉스(000660)에 대한 증권가의 시선이 엇갈리고 있다. 그간 고대역폭메모리(HBM) 시장에서 경쟁사보다 한발 앞서며 랠리를 펼쳤지만, 급등한 주가에 ...",https://n.news.naver.com/article/018/0006065579,,2025-07-14 18:01:00,0.500,뉴스 알림,,,Yes,100.12s
2025-07-16 12:49:53,006800,미래에셋증권,SK하이닉스·카페24·DB손해보험 등 하반기 증시 유망주는? [2025 상반기...,"반도체, 전기전자·스마트폰 김동원 KB증권 올해 상반기 유일한 2관왕 김동원 애널리스트는 반도체 최선호주로 SK하이닉스를, 스마트폰 최선호주로는 삼성전자를 제시했다. 그는 “품목별 관세 부과 가능성과 상반기 메모리 반도체 선행 구매 집중으로 수요 불확실성이 일부 존재하지만 SK하이닉스는 실적 차별화를 통해 경쟁 우위를 확대할 것”이라고 전망했다. 또한 “삼...",https://n.news.naver.com/article/050/0000093631,,2025-07-15 07:11:00,0.500,뉴스 알림,,,Yes,118.23s
2025-07-16 12:49:53,006800,미래에셋증권,"SK플라즈마 IPO, 주관사 선정부터 '삐걱' [시그널]",중복상장·FI 엑시트 등 변수 미래·한투·NH '삼파전' 관측 대내외 불확실성에 난항 전망 [서울경제] 이 기사는 2025년 7월 15일 16:34 자본시장 나침반 '시그널(Signal)' 에 표출됐습니다. 몸값 최대 2조 원으로 증시 입성에 도전하는 SK플라즈마의 입찰제안요청서(RFP)를 수령한 국내 증권사들이 상장 주관 지위를 확보하기 위한 경쟁에 돌입...,https://n.news.naver.com/article/011/0004509384,,2025-07-15 17:21:00,0.500,뉴스 알림,,,Yes,159.17s
2025-07-16 12:49:53,006800,미래에셋증권,5년물 첫 미달…7월 개인투자용 국채 '흥행 실패',5년물 900억 원 모집에 606억 원 청약 그쳐 10년물·20년물도 부진 미래에셋증권 [서울경제] 5년물 개인투자용 국채가 올해 3월 출시 이후 처음으로 흥행몰이에 실패했다. 7월 개인투자용 국채 청약은 만기에 관계없이 모두 청약이 미달돼 올 들어 가장 저조한 성적표를 기록했다. 업계에서는 개인투자용 국채 대신 ‘허니문 랠리’를 이어가는 국내 증시로 시중...,https://n.news.naver.com/article/011/0004509469,,2025-07-15 18:42:00,0.500,뉴스 알림,,,Yes,179.56s
2025-07-16 12:49:53,006800,미래에셋증권,[특징주] 코스피 약세 속 증권주 장초반 동반 하락세,"여의도 증권가 [연합뉴스 자료사진. 재판매 및 DB 금지] (서울=연합뉴스) 황철환 미국 물가 우려에 코스피가 3,200선 아래로 밀린 가운데 최근 상승세를 이어온 국내 증권주가 장초반 동반 하락하고 있다. 16일 유가증권시장에서 미래에셋증권은 오전 9시 50분 현재 전 거래일보다 4.88% 내린 2만1천450원에 거래되고 있다. NH투자증권은 3.41% ...",https://n.news.naver.com/article/001/0015509847,,2025-07-16 10:04:00,0.500,뉴스 알림,,,Yes,208.80s
2025-07-16 12:49:53,006800,미래에셋증권,AI 전력 호황에 효성중공업 ‘황제주’ 등극,"효성중공업의 초고압 변압기. /효성중공업 제공 효성중공업이 최근 종가 100만원을 넘어서며 ‘황제주’에 등극했다. 황제주는 주식 시장에서 100만원을 넘어서는 종목을 가리킨다. 황제주는 15일 기준 효성중공업을 포함해 삼양식품, 태광산업, 삼성바이오로직스 등 4개뿐이다. 15일 효성중공업은 2.68% 오른 103만5000원에 장을 마감했다. 전날 종가 10...",https://n.news.naver.com/article/023/0003917295,,2025-07-16 00:41:00,0.500,뉴스 알림,,,Yes,186.34s
2025-07-16 12:49:53,006800,미래에셋증권,"뉴로핏, 공모가 1만4000원 확정...일반청약 15~16일",25일 코스닥 상장 예정 뇌 질환 진단·치료 AI(인공지능) 전문기업 뉴로핏 공모가가 1만4000원으로 확정됐다. 14일 금융투자업계에 따르면 뉴로핏은 지난 4일부터 10일까지 진행한 기관투자자 대상 수요예측과 시장 상황을 고려해 공모가를 1만4000원으로 확정했다. . [사진=뉴로핏] 수요예측에는 2444개 기관이 참여해 총 1087.6대 1의 경쟁률을 ...,https://n.news.naver.com/article/031/0000948587,,2025-07-14 18:30:00,0.500,뉴스 알림,,,Yes,102.56s
2025-07-16 12:49:53,006800,미래에셋증권,"선박용 전선 제조 티엠씨, 코스피 상장 예심 청구 [시그널]",이르면 연내 상장 도전 한국거래소 서울사무소 전경. 사진 제공=한국거래소 [서울경제] 선박용 전선 등을 제조하는 티엠씨가 유가증권시장 상장 예비심사를 청구했다. 상장 예심을 통과하면 이르면 연내 코스피 입성에 도전할 전망이다. 한편 이달 1일부터 새로운 기업공개(IPO) 제도가 시행되면서 기업들의 IPO 증권신고서 제출은 얼어붙었다. 한국거래소는 티엠씨의 ...,https://n.news.naver.com/article/011/0004509466,,2025-07-15 18:36:00,0.500,뉴스 알림,,,Yes,177.43s
2025-07-16 12:49:53,006800,미래에셋증권,코스피 3200 뚫자 '증권 ETF' 기세등등,"'KODEX' 'TIGER' 나란히 일주일 새 15%대 수익률 올 증권사 실적 전망도 ↑ 코스피가 3200을 돌파하는 등 증시 상승세가 이어지면서 증권사들을 담은 상장지수펀드(ETF)도 높은 수익률을 보이고 있다. 14일 코스콤 ETF 체크에 따르면, 지난 한 주 동안 국내에 상장된 ETF 가운데 수익률 1위와 2위는 'KODEX 증권'과 'TIGER 증권...",https://n.news.naver.com/article/009/0005524724,,2025-07-14 18:00:00,0.800,"미래에셋증권, 증권 ETF 수익률 고공행진",,,Yes,98.13s
2025-07-16 12:49:53,006800,미래에셋증권,코스피 하락 출발… 美 물가 우려·원화약세 겹쳐 ‘숨고르기’,"AI 반도체 테마 제외 대부분 ↓ 코스닥도 810.09 초반 내림세 미국 증시 하락과 원·달러 환율 상승 여파로 16일 코스피가 장 초반 3200선 아래로 밀렸다. 전날 발표된 미국 소비자물가지수(CPI)가 시장 예상에는 부합했지만, 도널드 트럼프 대통령의 관세 정책 여파가 물가에 반영된 것으로 해석되면서 투자심리를 짓눌렀다. 원화 약세가 겹치며 외국인과 ...",https://n.news.naver.com/article/021/0002723089,,2025-07-16 11:51:00,0.500,뉴스 알림,,,Yes,222.46s
2025-07-16 12:49:53,006800,미래에셋증권,절치부심 K리조트…'시너지·APEC·웰니스'로 외국인 잡는다,"■방한 외래객 2000만명 시대···전략 재정비 본격화 상반기 900만명 방한에도 서울 집중 호텔 쏠림 가속화하자 경쟁력 차별화 대명소노, 티웨이 연계 패키지 개발 켄싱턴, 설악·지리산 웰니스 상품 강화 10월엔 경주 APEC 정상회의 '특수' 아난티·대명소노 등 고급화 공들여 대명소노그룹의 최고급 호텔 소노펠리체 비발디파크 전경. 대명소노그룹은 항공사 티...",https://n.news.naver.com/article/011/0004509541,,2025-07-16 06:06:00,0.500,뉴스 알림,,,Yes,191.00s
2025-07-16 12:49:57,006800,미래에셋증권,"[마켓인]NH투자증권, 회사채 수요예측에 1.8조 몰려…9배 주문","NH證, 2000억 규모 회사채 발행 3년물 1500억원에 1조3000억원 5년물 500억원에 5400억원 주문 3000억원까지 증액 한도 열어둬 [이데일리 마켓in 김연서 NH투자증권) 14일 금융투자업계에 따르면 NH투자증권은 이날 기관투자자를 대상으로 진행한 2000억원 규모의 회사채 수요예측에서 총 1조8400억원의 매수주문을 받았다. 트랜치(만기)...",https://n.news.naver.com/article/018/0006065571,,2025-07-14 17:50:00,0.600,"NH투자증권 회사채 수요예측 흥행, 미래에셋증권 대표주관사 참여",,,Yes,100.18s
2025-07-16 12:49:57,006800,미래에셋증권,"미래에셋證, 2분기 퇴직연금 적립금 1조7930억 증가","미래에셋증권은 올해 2·4분기 퇴직연금 적립금이 전 업권에서 가장 많이 증가했다고 15일 밝혔다. 금융감독원 통합연금포털 2025년 2·4분기 퇴직연금 공시에 따르면, 미래에셋증권의 개인형 퇴직연금(DC, IRP) 적립금은 누계 3조4206억원으로 2·4분기에만 1조7930억원 증가했다. 이는 전 업권을 통틀어 가장 높은 증가액이다. 점유율도 전체 42개 ...",https://n.news.naver.com/article/014/0005377523,,2025-07-15 18:23:00,0.500,뉴스 알림,,,Yes,177.30s
2025-07-16 12:49:57,006800,미래에셋증권,"타임폴리오, Korea플러스배당액티브 ETF 0.5% 특별 배당 실시","타임폴리오 로고 타임폴리오자산운용은 TIMEFOLIO Korea플러스배당액티브 ETF(상장지수펀드)가 0.5%의 특별배당을 실시한다고 16일 밝혔다. 배당락일은 오는 30일이며, 특별배당 지급일은 8월 초일 예정이다. 이번 특별배당에 기존 월배당 0.5%를 합하면 오는 8월 총 1%의 현금 분배가 이뤄진다. TIMEFOLIO Korea플러스배당액티브는 증권...",https://n.news.naver.com/article/008/0005222264,,2025-07-16 09:27:00,0.500,뉴스 알림,,,Yes,211.07s
2025-07-16 12:49:58,006800,미래에셋증권,상법개정안 국무회의 통과 후 차익실현 폭탄…은행·증권株 '털썩'[핫...,"15일 오후 서울 중구 하나은행 본점 딜링룸 전광판에 코스피 지수가 표시되고 있다. 이날 코스피 지수는 전거래일 대비 13.25포인트(0.41%) 오른 3215.28로, 코스닥은 13.51 포인트(1.69%) 상승한 812.88로 장을 마쳤다. 2025.7.15/뉴스1 ⓒ News1 신웅수 뉴스1) 강수련 상법 개정안이 국무회의를 통과하자, 그동안 올랐던 ...",https://n.news.naver.com/article/421/0008372392,,2025-07-16 09:24:00,0.500,뉴스 알림,,,Yes,208.85s
2025-07-16 12:49:58,006800,미래에셋증권,코스피 하루 만에 3200선 반납…0.34% 하락 출발[개장시황],서울 중구 하나은행 본점 딜링룸 전광판./뉴스1 ⓒ News1 황기선 뉴스1) 문혜원 코스피가 소폭 하락하며 3190선에서 등락을 오가고 있다. 15일 오전 9시 16분 코스피는 전일 대비 10.78포인트(p)(0.34%) 하락한 3191.25를 가리키고 있다. 전일 3200선을 돌파하며 단기 급등에 따른 부담이 커진 가운데 이날은 일부 조정을 받는 모습이...,https://n.news.naver.com/article/421/0008369927,,2025-07-15 09:30:00,0.500,뉴스 알림,,,Yes,143.52s
2025-07-16 12:49:58,006800,미래에셋증권,경영권 지분 매도에도…&quot;실적 상승세 계속된다&quot; 실리콘투 순매수 1위...,"""저점 매수 기회?"" 미래에셋증권 2위 3조 유증 성공 한화에어로스페이스도 상위 [서울경제] 미래에셋증권(006800)에서 거래하는 고수익 투자자들이 16일 오전 가장 많이 순매수한 종목은 실리콘투(257720)인 것으로 집계됐다. 이날 미래에셋증권에 따르면 미래에셋증권 주식 거래 고객 중 최근 1개월 동안 투자수익률 상위 1%에 해당하는 ‘주식 초고수’들...",https://n.news.naver.com/article/011/0004509753,,2025-07-16 12:34:00,0.500,뉴스 알림,,,Yes,240.16s
2025-07-16 12:49:58,006800,미래에셋증권,6년만에 줄어든 주식 공급…금융·지주·소비재株 뜬다,'공급 축소' 수혜주 분석 코스피 지난 5년간 '공급 우위' 올해 자사주 매입·소각 늘며 2019년 이후 처음으로 감소 미래에셋·삼성물산·KB금융 등 주식 공급 축소 수혜주로 주목 자사주 소각 의무화 논의가 본격화하면서 ‘주식 공급’ 감소 업종이 주목받고 있다. 유상증자·중복상장으로 주식 수가 증가한 탓에 제 평가를 받지 못한 업종보다 자사주 소각으로 주식...,https://n.news.naver.com/article/015/0005157732,,2025-07-14 17:48:00,0.800,"미래에셋증권, 주식 공급 축소 수혜주로 주목",,,Yes,98.08s
2025-07-16 12:49:58,006800,미래에셋증권,&quot;현지 인맥 바탕 금융 주선 탁월 동유럽 진출 핵심 통로 자리매김&quot; [유...,"(5)·끝 KDB유럽 권용일 행장 사진=박문수 기자 ""글로벌 제조기업들은 통상 규제와 지정학적 리스크, 임금 상승으로 축약되는 중국 리스크에 대응하기 위해 동유럽에 진출, 생산거점 다변화를 시도하고 있다. 한국산업은행(KDB)은 한국기업의 동유럽 직접투자(FDI) 금융 수요를 확보하고, 제조기업의 진출 초기 법인 설립 및 설비투자 자금을 지원한다."" KDB...",https://n.news.naver.com/article/014/0005377502,,2025-07-15 18:21:00,0.500,뉴스 알림,,,Yes,175.19s
2025-07-16 12:49:58,006800,미래에셋증권,현대그룹 연지동 사옥 품는 볼트자산운용,"설립 6년차 대체투자 전문 운용사 20여곳 인수경쟁 뚫고 우협 선정 대형 증권사와 협업, 안정성 높여 ""오는 9월 소유권 이전 마칠 듯"" 이 기사는 07월 15일 11:31 마켓인사이트에 게재된 기사입니다. 현대그룹 연지동 사옥 전경. 한경DB 국내외 투자자 20여 곳이 몰리며 치열한 인수 경쟁을 벌인 현대그룹 연지동 사옥의 우선협상대상자로 신생 운용사인 ...",https://n.news.naver.com/article/015/0005158480,,2025-07-16 09:23:00,0.500,뉴스 알림,,,Yes,206.78s
2025-07-16 12:49:58,006800,미래에셋증권,"삼성SDI, &quot;단기 실적 부진...하반기 신규 수주 주목&quot; 미래에셋證","삼성SDI 기흥사업장. 연합뉴스 [파이낸셜뉴스] 미래에셋증권은 16일 삼성SDI의 단기 실적 부진이 이어질 것으로 전망했다. 다만 중장기 관점에서의 회생 전략과 하반기 신규 수주여부가 중요한 변곡점이 될 것이라고 제언했다. 김철중 미래에셋증권 연구원은 보고서를 통해 삼성SDI의 2·4분기 매출액이 3조1000억원, 영업손실 3500억원을 기록할 것으로 내다...",https://n.news.naver.com/article/014/0005377607,,2025-07-16 08:00:00,0.500,뉴스 알림,,,Yes,202.31s
2025-07-16 12:49:58,006800,미래에셋증권,퇴직연금 시장재편⋯농협은행 추월한 한투·삼성증권,"퇴직연금 적립금 톱10에 증권사 4곳 진입⋯한투·삼성증권 IRP 약진 실물이전 시행 이후 증권사로 자금 대이동 지난해 실시된 퇴직연금 실물이전과 증권사의 투자상품 경쟁력이 맞물리면서, 퇴직연금 적립금 순위가 뒤바뀌었다. 적립금 상위 10개 사업자 명단에 증권사 4곳이 진입했다. IRP(개인형퇴직연금) 부문 적립금 증가가 전체 순위 지형을 바꿨다는 평가다. ...",https://n.news.naver.com/article/031/0000949140,,2025-07-16 11:53:00,0.500,뉴스 알림,,,Yes,229.34s
2025-07-16 12:49:58,006800,미래에셋증권,iM·JB금융 대주주 흔드는 밸류업의 역설,"iM·JB금융, 자사주 소각에 대주주 지분율 상승 OK저축·삼양사 지분 한도 초과 전 조정 움직임 밸류업·오버행 상충…처분 유예기간 확대 법안도 OK저축은행이 최근 300만주가 넘는 iM금융지주 보유 지분을 시간외거래로 매각한 것으로 추정되면서 자사주 소각에 따른 대주주 지분율 상승 문제가 재차 주목받고 있다. iM금융과 JB금융지주는 주주환원 정책의 일환...",https://n.news.naver.com/article/648/0000037880,,2025-07-15 08:00:00,0.500,뉴스 알림,,,Yes,132.30s
2025-07-16 12:49:58,006800,미래에셋증권,[체크!IPO] 기관 '의무보유' 없는 도우인시스… '단타' 주의보,기관 97.3% '15일 보유'도 약속 안 해…키움 '침묵' [도우인시스 코스닥 상장을 눈앞에 둔 도우인시스가 높은 공모가를 제시한 기관에 주식을 배정하면서 '단타 투자'에 따른 오버행 가능성이 커졌다. 15일 금융투자업계에 따르면 도우인시스는 지난 11일 확정한 공모가 3만2000원으로 공모금 448억원을 모을 예정이다. 이날까지 청약을 진행 중으로 오는...,https://n.news.naver.com/article/417/0001089427,,2025-07-15 17:03:00,0.500,뉴스 알림,,,Yes,161.83s
